Track,Album Name,Artist,Release Date,ISRC,Spotify Streams,Spotify Playlist Count
Shooting Star,Kep1going On,Kep1er,6/3/24,KRA492400678,"1,534,062",193
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/11,GBARL1401524,"1,993,030,264","256,764"
Dog's Plan,Thoughts Feelings,David Jackson,3/2/23,USZXT2350766,,44
love nwantiti (ah ah ah),CKay The First,CKay,8/30/19,QMEU31910213,"853,451,422","172,458"
Mi Gente,Mi Gente,J Balvin,6/30/17,FR22F1701790,"1,478,442,472","189,504"
Late Night Talking,Harry's House,Harry Styles,5/20/22,USSM12200610,"959,639,297","108,806"
Miss You,Miss You,Oliver Tree,8/5/22,USAT22211992,"631,378,937","165,883"
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/22,QZLBC2200766,"69,931,412","13,220"
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/20,AEA0D2036458,"2,300,838",543
Dakiti,Dakiti,Bad Bunny,1/1/20,QMFME2004132,"1,977,947,460","245,685"
Starboy,Starboy,The Weeknd,9/22/16,USUG11600976,"3,291,262,413","366,133"
Sorry,Sorry,Justin Bieber,10/23/15,USUM71516760,"2,089,476,497","179,545"
Calling My Phone,Calling My Phone,Lil Tjay,2/12/21,USSM12100388,"777,064,903","213,153"
Pink Venom,Pink Venom,BLACKPINK,8/19/22,KRA402200017,"736,469,450","48,251"
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401040,"250,430,303","7,079"
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/19,USSM12000925,"1,656,385,770","283,938"
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208784,"682,837,690","155,771"
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/23,USSM12305021,"347,647,880","106,908"
California Gurls,Girl Power 2023,Katy Perry,9/19/23,USCA21001182,,
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214875,"1,108,031,580","121,256"
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/17,USQX91700278,"2,596,644,721","278,237"
7 rings,7 rings,Ariana Grande,1/18/19,USUM71900110,"2,262,490,403","179,865"
Moonlight,Moonlight,Kali Uchis,2/24/23,USUM72219486,"701,558,859","110,539"
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/20,USSM12003798,"1,118,038,333","142,905"
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402910,"58,157,068",30
God's Plan,Diplomatic Immunity,Drake,1/20/18,USCM51800004,"2,529,948,475","313,741"
Sunroof,Sunroof,Nicky Youre,11/26/21,QM24S2107064,"879,708,559","44,652"
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/23,USA2P2339944,"521,116,293","24,734"
MY EYES,UTOPIA,Travis Scott,7/28/23,USSM12305007,"403,132,906","103,255"
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/24,KRD442400011,"10,135,326",678
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/17,USUM71703825,"1,713,294,983","134,700"
Ghost,Justice,Justin Bieber,3/19/21,USUM72102635,"1,586,830,204","151,923"
Dior,Meet The Woo,Pop Smoke,7/26/19,USUM71914275,"1,070,422,470","294,539"
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/22,QMDA62210237,"720,822,868",13
Breakeven,Breakeven (Official 4K Video),The Script,4/25/24,GB1102400418,"858,979,483",1
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/22,QM4TW2218961,"839,405,565","107,431"
SAD!,SAD!,XXXTENTACION,3/2/18,USUG11800208,"2,218,531,106","263,801"
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/23,QZQMB2104890,"598,006,591","35,842"
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214884,"1,293,773,697","115,332"
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/18,TCADP1859309,,273
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/23,BRSME2301957,"95,536,146","8,900"
Slow It Down,Slow It Down,Benson Boone,3/22/24,USWB12400913,"202,667,139","11,945"
Yonaguni,Yonaguni,Bad Bunny,6/4/21,QM6P42169803,"1,398,634,184","177,082"
Heathens,Heathens,Twenty One Pilots,6/16/16,USAT21601930,"1,777,196,966","241,108"
Whoopty,Whoopty,CJ,8/20/20,USA2P2031043,"775,664,145","213,464"
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/23,USA2P2330068,"547,471,596","48,103"
Happier,Happier - Single,Marshmello,8/16/18,USUG11801651,"2,143,821,605","220,298"
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/23,QZ9QQ2300781,"462,284,590","31,617"
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/23,UKWLG2300016,"509,231,024","69,486"
Butter,Butter,BTS,5/21/21,QM6MZ2156864,"1,257,974,135","90,160"
Cinderella,WE DON'T TRUST YOU,Future,3/22/24,USSM12402037,"124,945,674","21,581"
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/18,USSD11800343,"1,153,753,974","118,846"
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/16,USRC11600876,"1,733,302,434","191,065"
Say So,Hot Pink,Doja Cat,11/7/19,USRC11903454,"1,199,270,601","161,574"
Ransom,Ransom,Lil Tecca,5/22/19,QZ85M1940160,"1,355,971,796","198,992"
Romantic Homicide,Romantic Homicide,d4vd,7/20/22,QZMEM2232831,"1,136,504,636","152,157"
Pink Skies,Pink Skies,Zach Bryan,5/24/24,USWB12401947,"60,240,739","4,611"
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/16,GBAHS1600363,"1,528,107,667","170,648"
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/23,TCJPX2396779,"1,627,429,837",12
Cool,JnD Mix,,5/25/24,QZNWQ2410638,,
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/23,QZPLS2305267,"214,598,468","66,613"
BESO,RR,ROSALï¿½,3/24/23,USSM12301258,"647,201,484","81,393"
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/24,BXIV82456543,"51,198,446","3,022"
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/22,QZWT32210000,"684,853,927","42,893"
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/24,CBEFB2400006,,5
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/22,USAT22219211,"665,519,026","152,193"
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/20,USUM72013632,"785,016,247","210,669"
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/17,USUYG1156898,"1,615,274,494","203,617"
Rich Flex,Her Loss,Drake,11/4/22,USUG12208598,"812,274,757","185,579"
Standing Next to You,GOLDEN,Jung Kook,11/3/23,USA2P2348391,"675,865,902","23,181"
Congratulations,Congratulations,Post Malone,11/4/16,USUM71614484,"1,984,802,459","246,374"
Do It To It,Do It To It,ACRAZE,8/20/21,QZFPL2100100,"805,019,111","238,887"
Tusa,Tusa,KAROL G,11/7/19,USUM71921183,"1,497,511,486","157,185"
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/20,USUM72013355,"1,119,350,842","272,485"
Good Good,Good Good,USHER,8/4/23,QZS7J2331813,"53,825,007","14,742"
Austin,Austin - Single,Dasha,11/17/23,QZTB92360479,"273,023,490","17,900"
Search & Rescue,Search & Rescue,Drake,4/7/23,USUG12301601,"337,858,357","96,709"
TULUM,TULUM,Peso Pluma,6/28/23,QM7282325573,"390,182,196","36,912"
Shivers,#NAME?,Ed Sheeran,1/1/20,GBAHS2100671,"1,568,058,093","188,855"
Coup du marteau,Coup du marteau,Tam Sir,12/8/23,DGA0Q2357844,"24,933,240","4,241"
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/20,USA2P2036916,"90,383,224","24,868"
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/22,SGB502213458,"18,296,870","1,967"
Sunroof,Sunroof,Nicky Youre,12/3/21,USQX92202129,"890,752,779","104,690"
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/23,QZFZ72309552,,13
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/23,USWL12300725,"373,898,429","53,671"
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/18,USUYG1198481,"1,358,105,253","217,189"
MAMIII,MAMIII,Becky G,2/10/22,USRC12200425,"911,797,058","80,109"
Until I Found You,Until I Found You,Stephen Sanchez,9/1/21,USUG12103651,"1,020,452,066","169,696"
exes,exes,Tate McRae,11/17/23,USRC12302756,"323,100,055","27,272"
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/19,QMRSZ1901446,"27,747,363","9,067"
Stick Season,Stick Season,Noah Kahan,7/8/22,USUM72212470,"965,865,213","113,676"
Need To Know,Need To Know,Doja Cat,6/11/21,USRC12101120,"1,178,076,856","164,743"
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/24,USUS12400227,"29,458,027","2,602"
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/22,MXF012200200,"394,381,902","22,919"
Last Last,Last Last,Burna Boy,5/12/22,USAT22204901,"410,722,289","130,203"
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/23,SGB502314277,"8,034,198",756
500lbs,500lbs,Lil Tecca,7/21/23,USUM72309854,"350,584,176","79,228"
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/21,USUG12104409,"732,652,170","217,189"
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/22,SGB502248062,"359,416,593","91,114"
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/23,JPP302300157,"356,559,943","47,785"
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401990,"84,575,291","5,186"
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/23,USUG12300821,"406,319,778","42,283"
Madonna,Madonna - Single,Natanael Cano,3/8/24,QZ9QQ2400185,"272,838,329","7,265"
deja vu,deja vu,Olivia Rodrigo,4/1/21,USUG12101240,"1,606,975,517","172,376"
6. A.M.,Motion is Emotion,Azul,10/7/22,ES40B2200055,"1,186",5
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/24,USUG12400966,"162,165,853","10,306"
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/23,SGB502370315,"148,630,357","22,962"
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401993,"100,838,516","5,188"
Doja,Doja,Central Cee,7/21/22,ZZOPM2237319,"676,519,766","192,241"
Kill This Love,Kill This Love,BLACKPINK,4/4/19,KRA401900005,"820,840,650","63,934"
Lan,Lan - Single,Zeynep Bastï¿½,3/8/24,TRAUR2400004,"81,246,715","4,073"
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/24,USUG12401967,"176,290,078","13,470"
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/18,USAT21802011,"1,668,741,024","174,052"
Hey Mor,Hey Mor,Ozuna,10/6/22,QMDA62203322,"986,132,265","97,956"
Ferrari,Ferrari,James Hype,3/15/22,GB3CE2200004,"626,010,147","185,422"
Falling,Falling,Trevor Daniel,10/5/18,USUYG1221109,"1,606,023,895","225,643"
positions,positions,Ariana Grande,10/23/20,USUM72019412,"1,432,830,108","139,215"
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/21,BEHP42100067,"1,223,329,465","211,823"
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402905,"302,177,116",34
Save Your Tears,After Hours,The Weeknd,3/20/20,USUG12000658,"1,995,511,952","304,456"
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/21,USUM72105936,"1,321,878,145","189,487"
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/16,GBARL1600460,"1,746,790,923","204,049"
China,China,Anuel AA,7/19/19,QM6P41952433,"1,178,076,574","137,559"
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/13,USWD11366376,"759,374,819","64,239"
Moonlight,?,XXXTENTACION,3/16/18,USUG11800209,"1,885,431,727","241,112"
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/24,USUM72404993,"250,080,413","2,711"
Smart,EASY,LE SSERAFIM,2/19/24,USA2P2402103,"159,256,689","6,829"
That's What I Like,24K Magic,Bruno Mars,11/17/16,USAT21602948,"2,075,459,887","209,632"
Commando,Commando - Single,Mavokali,9/28/22,QZTVM2210964,"21,667,023","9,105"
The Business,The Business,Tiï¿½ï¿,9/16/20,CYA112000624,"1,191,635,193","255,697"
Ride It,Ride It,Regard,7/26/19,GBCEN1900047,"1,349,427,877","220,002"
Mwaki,SURRENDER,Zerb,9/27/23,NLRD52339318,"121,234,000","36,468"
BICHOTA,BICHOTA,KAROL G,10/23/20,USUM72019324,"868,091,483","86,379"
Renklensin,Renklensin - Single,Reynmen,4/19/24,FRX282477628,"54,940,563","2,630"
Bad idea,Missing,Kurochuu,6/9/24,CA5KR2466578,"86,203,995",2
writhe,writhe,daine,2/21/23,AUWA02201495,,163
The Hills,The Hills,The Weeknd,5/27/15,USUG11500737,"2,306,740,926","333,310"
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/23,USA2P2330092,"1,673,557,134","15,863"
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401995,"77,212,437","4,083"
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,6/6/24,QZQAY2414774,,
Te Felicito,Te Felicito,Shakira,4/21/22,USQX92201764,"719,593,291","74,269"
Que Onda,Que Onda - Single,Calle 24,8/30/23,USDXS2303230,"642,548,537","36,781"
Stumblin' In,Stumblin' In,CYRIL,11/10/23,NLZ542301810,"180,784,576","22,208"
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/24,USUYG1543926,"311,928,522","1,668"
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/22,USSM12208809,"428,164,381","80,340"
Desesperados,VICE VERSA,Rauw Alejandro,12/10/21,USSD12100779,"1,021,480,638","119,558"
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/24,UYB282401001,"224,033,701","20,266"
Sugar,V (Deluxe),Maroon 5,8/29/14,USUM71410340,"1,838,092,894","186,038"
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,3/18/24,QZLL92480334,"564,444,844",5
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,1/12/24,USUM72315072,"263,568,994","17,285"
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/23,INY092300003,"1,993,244",245
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/19,USSM11902498,"1,527,106,099","186,252"
Let Me Love You,Encore,DJ Snake,8/5/16,QMZSY1600015,"2,147,028,486","205,482"
Envolver,Envolver - Single,Anitta,11/11/21,USWL12100576,"635,241,142","77,669"
Oublie-moi,Oublie-moi,Emkal,9/16/22,FRDDV2200780,"17,992,999","11,288"
Malohat,Malohat,Xamdam Sobirov,4/20/24,RUA1D2459522,"75,486",13
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/24,USA2P2415975,"35,244,286","1,629"
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/23,QM7282306253,"253,464,894","22,779"
you broke me first,you broke me first,Tate McRae,4/17/20,USRC12000832,"1,439,465,700","169,076"
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,6/16/17,USAT21701747,"458,957,128","89,812"
Beggin',Chosen,Mï¿½ï¿½ne,12/8/17,ITB001700846,"1,601,293,263","358,760"
Faint,Papercuts,Linkin Park,4/12/24,USWB12401896,"670,009,914",3
Pretty - Sped Up,Pretty,MEYY,6/7/23,FRD9M2300690,"1,867,282",498
Hawï¿½,Hawï¿½,Maluma,7/29/20,USSD12000190,"1,289,186,767","123,303"
LA FALDA,LA FALDA - Single,Myke Towers,11/22/23,USWL12302952,"367,399,860","29,235"
act ii: date @ 8,act ii: date @ 8,4batz,12/7/23,QZS7J2359132,"153,364,964","29,300"
Cradles,Cradles,Sub Urban,1/4/19,GB2LD1800949,"737,097,685","155,765"
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/19,RUB421901499,"1,927,961,994","323,997"
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/23,USRC12302900,"179,565,178","40,225"
Never Lose Me,Never Lose Me - Single,Flo Milli,11/30/23,USRC12303379,"278,132,516","23,580"
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/23,BK4DA2319233,"224,429,894","17,159"
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,3/8/24,QZES82406061,"32,435,333","2,141"
Under The Influence,Indigo (Extended),Chris Brown,10/4/19,USRC11902743,"1,249,760,413","202,465"
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/20,USAT22007153,"568,230,113","142,225"
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402913,"212,272,036",13
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,11/27/23,KRA402300048,"121,497,542","6,748"
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,5/23/24,QM6N22466972,"45,287,928","2,099"
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208787,"637,325,281","142,076"
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/22,USWB12201797,"412,845,771","59,749"
obsessed,GUTS (spilled),Olivia Rodrigo,3/22/24,USUG12305564,"129,968,407","6,621"
Eyes Closed,Eyes Closed,Imagine Dragons,4/3/24,USUM72402448,"51,224,852","5,159"
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/24,USUM72403374,"66,836,198","4,228"
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/16,USQX91600011,"1,888,829,482","206,507"
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/18,KRA401800096,"701,726,499","51,129"
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/20,GBUM72005748,"1,151,629,030","201,783"
Wake Me Up,TRUE,Avicii,1/1/13,SEUM71301326,"2,325,017,580","347,004"
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/23,FR9W12347222,"232,417,498","20,983"
Chulo pt.2,Chulopt2,Bad Gyal,6/22/23,USUM72305143,"318,567,928","42,351"
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/18,USUG11800651,"1,615,353,665","219,797"
Push Up - Main Edit,Push Up - Single,Creeds,3/31/23,DEE862300564,"274,229,438","81,319"
Kings & Queens,Kings & Queens,Ava Max,3/12/20,USAT21906943,"955,439,608","130,031"
Adore You,Adore You,Harry Styles,12/6/19,USSM11912588,"1,670,164,200","171,120"
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/19,USSM11904276,"1,625,149,693","304,394"
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/23,GBARL2300322,"155,390,490","51,032"
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/24,QM24S2402634,"48,720,820","5,049"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/18,USUG11802029,"1,570,233,605","37,830"
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/23,INS182302348,"334,578,317","18,958"
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/22,QZNMY2232113,"419,016,792","24,878"
ADIVINO,ADIVINO - Single,Myke Towers,4/25/24,USWL12401327,"118,631,919","11,425"
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/24,BKF5C2400003,"51,390,127","3,010"
Cruel Summer,Lover,Taylor Swift,8/23/19,USUG11901472,"2,188,247,133","121,479"
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402906,"171,242,868",15
Breathe,2093,Yeat,2/16/24,USUM72401623,"131,100,973","16,735"
Unforgettable,EPIC AF,French Montana,1/1/17,USSM11703478,"2,065,697,126","275,044"
EASY,EASY,LE SSERAFIM,2/19/24,USA2P2402101,"141,803,939","7,192"
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/23,UYB282301034,"434,019,386","47,202"
Faded,Faded,Benjamin Richter,7/28/17,DEE861701287,"120,162",24
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/24,US5TA2400074,"29,994,527","1,665"
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/19,QM6N21999015,"52,830,200","14,893"
Move,Move - Single,Adam Port,6/7/24,DEEC33501508,"5,917,083","1,348"
F.N,F.N,Lil Tjay,8/9/19,USSM11904899,"731,933,924","186,835"
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/16,DEE861600586,"2,830,962,669","233,504"
Blank Space,1989 (Deluxe),Taylor Swift,1/1/14,USCJY1431309,"1,829,733,410","157,465"
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/17,USUM71710831,"399,689,964","43,481"
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/17,USUM71703085,"2,226,869,580","311,766"
Forget Me,Forget Me,Lewis Capaldi,9/9/22,DEUM72204717,"343,556,188","53,783"
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,8/12/22,FR9W12228852,"2,754",22
Scared To Start,Scared To Start,Michael Marcagi,1/12/24,USWB12400001,"284,119,669","23,417"
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/22,USUM72215262,"549,382,975","88,241"
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/23,GBARL2300300,"425,999,315","91,229"
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/11,AUZS21100040,"1,752,826,514","352,833"
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/15,USAT21502909,"1,859,886,400","161,156"
Oh No,Cold As Ice,Kreepa,12/13/19,USUYG1287925,"40,284,121","14,548"
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/19,USQX91900309,"858,059,276","181,654"
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/15,USWB11506516,"1,916,203,330","218,955"
Something in the Orange,Something in the Orange,Zach Bryan,4/22/22,USWB12201213,"891,578,597","134,151"
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/23,USUM72222552,"629,102,459","31,206"
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/13,USQ4E1300686,"1,379,786,786","204,118"
I Wanna Party,I Wanna Party - Single,,5/31/24,QZYFZ2445017,,
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/23,USSD12201328,"136,724,343","15,391"
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,12/6/23,QMFMF2394976,,
Treat You Better,Treat You Better,Shawn Mendes,6/3/16,USUM71604711,"2,164,074,552","183,260"
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/22,USUM72215366,"944,833,760","84,300"
